id,name,unit,data_type,description,createdAt,updatedAt,code,coverage,timespan,datasetId,sourceId,shortUnit,columnOrder,originalMetadata
85096,Prevalence - Autistic spectrum disorders - Sex: Female - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 17:06,5 575 2 22 1,,,2404,14407,\N,0,\N
85097,Prevalence - Autistic spectrum disorders - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 17:06,5 575 3 22 1,,,2404,14407,\N,0,\N
85135,Prevalence - Mental and substance use disorders - Sex: Both - Age: 10 to 14 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:16,5 558 3 7 2,,,2423,14426,\N,0,\N
85144,Prevalence - Mental and substance use disorders - Sex: Both - Age: 15 to 19 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:16,5 558 3 8 2,,,2423,14426,\N,0,\N
85153,Prevalence - Mental and substance use disorders - Sex: Both - Age: 20 to 24 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:16,5 558 3 9 2,,,2423,14426,\N,0,\N
85162,Prevalence - Mental and substance use disorders - Sex: Both - Age: 25 to 29 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:16,5 558 3 10 2,,,2423,14426,\N,0,\N
85171,Prevalence - Mental and substance use disorders - Sex: Both - Age: 30 to 34 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:16,5 558 3 11 2,,,2423,14426,\N,0,\N
85175,Prevalence - Mental and substance use disorders - Sex: Male - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 17:16,5 558 1 22 1,,,2423,14426,\N,0,\N
85176,Prevalence - Mental and substance use disorders - Sex: Female - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 17:16,5 558 2 22 1,,,2423,14426,\N,0,\N
85180,Prevalence - Mental and substance use disorders - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:17,5 558 3 22 2,,,2423,14426,\N,0,\N
85189,Prevalence - Mental and substance use disorders - Sex: Both - Age: 5-14 years (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:17,5 558 3 23 2,,,2423,14426,\N,0,\N
85198,Prevalence - Mental and substance use disorders - Sex: Both - Age: 15-49 years (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:17,5 558 3 24 2,,,2423,14426,\N,0,\N
85207,Prevalence - Mental and substance use disorders - Sex: Both - Age: 50-69 years (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:17,5 558 3 25 2,,,2423,14426,\N,0,\N
85216,Prevalence - Mental and substance use disorders - Sex: Both - Age: 70+ years (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:17,5 558 3 26 2,,,2423,14426,\N,0,\N
85220,Prevalence - Mental and substance use disorders - Sex: Male - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:17,5 558 1 27 2,,,2423,14426,\N,0,\N
85221,Prevalence - Mental and substance use disorders - Sex: Female - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:17,5 558 2 27 2,,,2423,14426,\N,0,\N
85222,Prevalence - Mental and substance use disorders - Sex: Both - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:17,5 558 3 27 2,,,2423,14426,\N,0,\N
85225,Prevalence - Mental and substance use disorders - Sex: Both - Age: Age-standardized (Rate),Rate,numeric,\N,2/11/18 13:51,4/23/19 17:17,5 558 3 27 3,,,2423,14426,\N,0,\N
85240,Prevalence - Schizophrenia - Sex: Both - Age: 10 to 14 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:17,5 559 3 7 2,,,2424,14427,\N,0,\N
85249,Prevalence - Schizophrenia - Sex: Both - Age: 15 to 19 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:17,5 559 3 8 2,,,2424,14427,\N,0,\N
85258,Prevalence - Schizophrenia - Sex: Both - Age: 20 to 24 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:18,5 559 3 9 2,,,2424,14427,\N,0,\N
85267,Prevalence - Schizophrenia - Sex: Both - Age: 25 to 29 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:18,5 559 3 10 2,,,2424,14427,\N,0,\N
85276,Prevalence - Schizophrenia - Sex: Both - Age: 30 to 34 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:18,5 559 3 11 2,,,2424,14427,\N,0,\N
85280,Prevalence - Schizophrenia - Sex: Male - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 17:18,5 559 1 22 1,,,2424,14427,\N,0,\N
85281,Prevalence - Schizophrenia - Sex: Female - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 17:18,5 559 2 22 1,,,2424,14427,\N,0,\N
85282,Prevalence - Schizophrenia - Sex: Both - Age: All Ages (Number),Number,numeric,\N,2/11/18 13:51,4/23/19 17:18,5 559 3 22 1,,,2424,14427,\N,0,\N
85285,Prevalence - Schizophrenia - Sex: Both - Age: All Ages (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:18,5 559 3 22 2,,,2424,14427,\N,0,\N
85294,Prevalence - Schizophrenia - Sex: Both - Age: 5-14 years (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:18,5 559 3 23 2,,,2424,14427,\N,0,\N
85303,Prevalence - Schizophrenia - Sex: Both - Age: 15-49 years (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:18,5 559 3 24 2,,,2424,14427,\N,0,\N
85312,Prevalence - Schizophrenia - Sex: Both - Age: 50-69 years (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:18,5 559 3 25 2,,,2424,14427,\N,0,\N
85321,Prevalence - Schizophrenia - Sex: Both - Age: 70+ years (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:18,5 559 3 26 2,,,2424,14427,\N,0,\N
85325,Prevalence - Schizophrenia - Sex: Male - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:18,5 559 1 27 2,,,2424,14427,\N,0,\N
85326,Prevalence - Schizophrenia - Sex: Female - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:18,5 559 2 27 2,,,2424,14427,\N,0,\N
85327,Prevalence - Schizophrenia - Sex: Both - Age: Age-standardized (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:19,5 559 3 27 2,,,2424,14427,\N,0,\N
85345,Prevalence - Alcohol use disorders - Sex: Both - Age: 10 to 14 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:19,5 560 3 7 2,,,2408,14411,\N,0,\N
85354,Prevalence - Alcohol use disorders - Sex: Both - Age: 15 to 19 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:19,5 560 3 8 2,,,2408,14411,\N,0,\N
85363,Prevalence - Alcohol use disorders - Sex: Both - Age: 20 to 24 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:19,5 560 3 9 2,,,2408,14411,\N,0,\N
85372,Prevalence - Alcohol use disorders - Sex: Both - Age: 25 to 29 (Percent),Percent,numeric,\N,2/11/18 13:51,4/23/19 17:19,5 560 3 10 2,,,2408,14411,\N,0,\N
85864,Per capita CO2 emissions (Global Carbon Project; Gapminder; UN),tonnes per capita,numeric,"Annual emissions of carbon dioxide (CO₂) per person, based on territorial emissions (i.e. estimates not corrected for trade).",3/7/18 11:18,7/19/19 16:25,\N,global by country,,2493,14712,\N,0,\N
97667,Legality status of abortion,,category,,7/16/18 11:53,7/16/18 11:59,\N,,,2836,15567,\N,0,\N
97865,Urban population (%) long-run with 2050 projections (OWID),%,numeric,Share of the population living in urban areas.,8/22/18 10:02,8/22/18 14:45,\N,,,2887,15615,\N,0,\N
97866,Rural population (%) long-run with 2050 projections (OWID),%,numeric,Share of the population living in rural areas.,8/22/18 10:02,8/22/18 14:45,\N,,,2887,15615,\N,0,\N
97867,Urban population long-run with 2050 projections (OWID),,numeric,The total urban population. ,8/22/18 10:02,8/22/18 14:45,\N,,,2887,15615,\N,0,\N
97868,Rural population long-run with 2050 projections (OWID),,numeric,The total rural population. ,8/22/18 10:02,8/22/18 14:45,\N,,,2887,15615,\N,0,\N
98035,SSP2 (number of people in extreme poverty),people in extreme poverty,numeric,,9/17/18 10:46,9/18/18 12:16,\N,global by country and region,2015-2031,2951,15672,\N,0,\N
98242,Regimes of the world -- the RoW measure,,category,How can the political regime overall be classified considering the competitiveness of access to power (polyarchy) as well as liberal principles?,10/3/18 13:26,10/3/18 13:26,v2x_regime,,,3073,15738,\N,11,0: Closed autocracy: No multiparty elections for the chief executive or the legislature. 1: Electoral autocracy: De-jure multiparty elections for the chief executive and the legislature but failing to achieve that elections are free and fair or de-facto multiparty or a minimum level of Dahl's institutional prerequisites of polyarchy as measured by V-Dem's Electoral Democracy Index (v2x_polyarchy). 2: Electoral democracy: De-facto free and fair multiparty elections and a minimum level of Dahl's institutional prerequisites for polyarchy as measured by V- Dem's Electoral Democracy Index (v2x_polyarchy) but either  access to justice or transparent law enforcement or liberal principles of respect for personal liberties rule of law  and judicial as well as legislative constraints on the executive not satisfied as measured by V-Dem's Liberal Component Index (v2x_liberal). 3: Liberal democracy: De-facto free and fair multiparty elections and a minimum level of Dahl's institutional prerequisites for polyarchy as measured by V- Dem's Electoral Democracy Index (v2x_polyarchy) are guaranteed as well as access to justice transparent law enforcement and the liberal principles of respect for personal liberties  rule of law and judicial as well as legislative constraints on the executive satisfied as measured by V-Dem's Liberal Component Index (v2x_liberal).
98383,Liberal democracy index,,numeric,To what extent is the ideal of liberal democracy achieved?,10/3/18 13:26,10/3/18 13:26,v2x_libdem,,,3073,15879,\N,152,
98702,Elected officials index,,category,Is the chief executive and legislature appointed through popular elections?,10/3/18 13:26,10/3/18 13:26,v2x_elecoff,,,3073,16198,\N,471,
99322,Sex ratio at birth (male births per female births),male births per female births,numeric,Sex ratio at birth refers to male births per female births. The data are 5 year averages.,12/11/18 20:12,12/11/18 20:12,SP.POP.BRTH.MF,,1960-2017,563,16650,male births,0,\N
99627,Sex ratio at birth (Chao et al. 2019),,numeric,"Sex ratio at birth, measured as the number of male births per 100 female births. Birth ratios are slightly male-biased, with an expected biological ratio of 105 male per 100 female births.\
",4/16/19 18:06,4/16/19 18:13,\N,,,3271,16775,\N,0,\N
100040,Deaths - Air pollution - Sex: Both - Age: Under 5 (Number),Number,numeric,\N,4/23/19 16:27,4/23/19 16:27,1 85 3 1 1,,,3288,16780,Number,0,\N
100042,Deaths - Air pollution - Sex: Both - Age: All Ages (Number),Number,numeric,\N,4/23/19 16:27,4/23/19 16:27,1 85 3 22 1,,,3288,16780,Number,0,\N
100044,Deaths - Air pollution - Sex: Both - Age: 5-14 years (Number),Number,numeric,\N,4/23/19 16:27,4/23/19 16:27,1 85 3 23 1,,,3288,16780,Number,0,\N
100046,Deaths - Air pollution - Sex: Both - Age: 15-49 years (Number),Number,numeric,\N,4/23/19 16:27,4/23/19 16:27,1 85 3 24 1,,,3288,16780,Number,0,\N
100048,Deaths - Air pollution - Sex: Both - Age: 50-69 years (Number),Number,numeric,\N,4/23/19 16:27,4/23/19 16:27,1 85 3 25 1,,,3288,16780,Number,0,\N
100050,Deaths - Air pollution - Sex: Both - Age: 70+ years (Number),Number,numeric,\N,4/23/19 16:27,4/23/19 16:27,1 85 3 26 1,,,3288,16780,Number,0,\N
101678,Incidence - Neonatal preterm birth - Sex: Both - Age: Under 5 (Rate),Rate,numeric,\N,4/23/19 19:59,4/23/19 19:59,6 381 3 1 3,,,3645,16848,Rate,0,\N
103764,Deaths - Invasive Non-typhoidal Salmonella (iNTS) - Sex: Both - Age: Under 5 (Number),Number,numeric,\N,4/24/19 1:56,4/24/19 1:56,1 959 3 1 1,,,3970,16901,Number,0,\N
104361,First 28 days (number of deaths),,numeric,The total number of deaths of newborns within the first 28 days of life.,5/10/19 11:56,5/10/19 12:01,\N,,,4117,16946,\N,0,\N
104362,29 days - 1 year (number of deaths),,numeric,"The total number of deaths of children who die following the first month (28 days) of life, up until one year of age.",5/10/19 11:56,5/10/19 12:02,\N,,,4117,16946,\N,0,\N
104363,1-4 years (number of deaths),,numeric,The total number of child deaths between the age of 1 to their 5th birthday (i.e. 1-4 year olds).,5/10/19 11:56,5/10/19 12:03,\N,,,4117,16946,\N,0,\N
104364,Press Freedom Score,,numeric,"The degree of freedom available to journalists is determined by pooling the responses of experts to a questionnaire devised by RSF. This qualitative analysis is combined with quantitative data on abuses and acts of violence against journalists during the period evaluated. The criteria evaluated in the questionnaire are pluralism, media independence, media environment and self-censorship, legislative framework, transparency, and the quality of the infrastructure that supports the production of news and information. ",5/13/19 11:13,5/13/19 11:34,\N,,,4118,16947,\N,0,\N
104402,"Child mortality 1950-2017 (IHME, 2017)",,numeric,Child mortality is the share of newborns who die before reaching the age of five. ,5/21/19 4:48,8/14/19 13:16,\N,,,4123,16952,\N,0,\N
104417,"Average Total Years of Schooling for Adult Population (Lee-Lee (2016), Barro-Lee (2018) and UNDP (2018))",,numeric,Mean years of total schooling across all education levels.,5/24/19 11:38,5/29/19 15:18,\N,,,4129,16958,\N,0,\N
104447,Political Regime,,category,\N,6/5/19 9:31,6/5/19 9:31,\N,,,4136,16965,\N,0,\N
104454,Youth mortality rate (UN IGME (2018)),,numeric,Youth mortality rate is the share of newborns who die before reaching the age of 15.,6/6/19 15:07,6/6/19 16:27,\N,,,4140,16968,\N,0,\N
104467,Expected Years of Schooling (years),,numeric,The number of years of schooling that a child of school entrance age can expect to receive if prevailing patterns of age-specific enrollment rates persist throughout the child’s life.,6/17/19 11:31,6/17/19 13:27,\N,,,4151,16979,\N,0,\N
104490,"Population by country and region, historic and projections (Gapminder, HYDE & UN)",,numeric,"Population by country, available from 1800 to 2100 based on Gapminder data, HYDE, and UN Population Division (2019) medium variant scenario projections.",7/1/19 19:57,9/13/19 12:25,\N,,,70,301,\N,0,\N
104516,Share of global CO2 emissions (Global Carbon Project & CDIAC (2019)),,numeric,Annual territorial emissions of carbon dioxide (CO₂) from fossil fuels and cement as a share of the global total. ,7/18/19 15:15,8/19/19 15:03,\N,,,1041,6896,\N,0,\N
104517,Share of global cumulative CO2 emissions (OWID based on CDIAC & GCP (2018),,numeric,"Cumulative carbon dioxide (CO₂) emissions is the total quantity of CO₂ emissions emitted from 1751 until a given year, measured in tonnes. This is based on territorial emissions, which do not account for emissions embedded in traded goods. This is given as each country or region's share of the global total.",7/19/19 9:34,7/19/19 9:36,\N,,,445,567,\N,0,\N
104536,Direct conflict deaths,,numeric,"Direct conflict deaths (i.e. excluding indirect deaths from disease, malnutrition, exposure etc.) of both civilians and military personnel occurring within the territory of the country.",7/31/19 10:57,9/10/19 11:36,\N,,,4176,17004,\N,0,\N
104537,Direct conflict death rate,,numeric,"Direct conflict deaths (i.e. excluding indirect deaths from disease, malnutrition, exposure etc.) of both civilians and military personnel occurring within the territory of the country, per 100,000 of population.",7/31/19 10:57,9/10/19 11:36,\N,,,4176,17004,\N,0,\N
104672, Deaths - Ambient particulate matter pollution - Sex:both - Age:Under-5 (Number),,numeric,\N,9/5/19 10:08,9/5/19 10:08,\N,,,4204,17032,\N,0,\N
104673,Deaths - Child stunting  - Sex:both - Age:Under-5 (Number),,numeric,\N,9/5/19 10:08,9/5/19 10:08,\N,,,4204,17032,\N,0,\N
104674,Deaths - Child underweight  - Sex:both - Age:Under-5 (Number),,numeric,\N,9/5/19 10:08,9/5/19 10:08,\N,,,4204,17032,\N,0,\N
104675,Deaths - Child wasting  - Sex:both - Age:Under-5 (Number),,numeric,\N,9/5/19 10:08,9/5/19 10:08,\N,,,4204,17032,\N,0,\N
104676,Deaths - Household air pollution from solid fuels  - Sex:both - Age:Under-5 (Number),,numeric,\N,9/5/19 10:08,9/5/19 10:08,\N,,,4204,17032,\N,0,\N
104677,Deaths - Low birth weight for gestation  - Sex:both - Age:Under-5 (Number),,numeric,\N,9/5/19 10:08,9/5/19 10:08,\N,,,4204,17032,\N,0,\N
104678,Deaths - No access to handwashing facility  - Sex:both - Age:Under-5 (Number),,numeric,\N,9/5/19 10:08,9/5/19 10:08,\N,,,4204,17032,\N,0,\N
104679,Deaths - Non-exclusive breastfeeding  - Sex:both - Age:Under-5 (Number),,numeric,\N,9/5/19 10:08,9/5/19 10:08,\N,,,4204,17032,\N,0,\N
104680,Deaths - Secondhand smoke  - Sex:both - Age:Under-5 (Number),,numeric,\N,9/5/19 10:08,9/5/19 10:08,\N,,,4204,17032,\N,0,\N
104681,Deaths - Short gestation for birth weight  - Sex:both - Age:Under-5 (Number),,numeric,\N,9/5/19 10:08,9/5/19 10:08,\N,,,4204,17032,\N,0,\N
104682,Deaths - Vitamin A deficiency  - Sex:both - Age:Under-5 (Number),,numeric,\N,9/5/19 10:08,9/5/19 10:08,\N,,,4204,17032,\N,0,\N
104683,Deaths - Zinc deficiency  - Sex:both - Age:Under-5 (Number),,numeric,\N,9/5/19 10:08,9/5/19 10:08,\N,,,4204,17032,\N,0,\N
104754,Deaths - Early Neonatal- Sex (Both)- Rate,,numeric,\N,10/1/19 10:39,10/1/19 10:39,\N,,,4219,17047,\N,0,\N
104756,Deaths- Post Neonatal- Sex (Both)- Rate,,numeric,\N,10/1/19 10:39,10/1/19 10:39,\N,,,4219,17047,\N,0,\N
104757,Deaths- Early Neonatal- Sex (both)- Number,,numeric,\N,10/1/19 10:39,10/1/19 10:39,\N,,,4219,17047,\N,0,\N
104758,Deaths- Late Neonatal- Sex (both)- Number,,numeric,\N,10/1/19 10:39,10/1/19 10:39,\N,,,4219,17047,\N,0,\N
104759,Deaths- Post Neonatal- Sex (both)- Number,,numeric,\N,10/1/19 10:39,10/1/19 10:39,\N,,,4219,17047,\N,0,\N
104760,Deaths- 1-4 years- Sex (Both) - Number,,numeric,\N,10/1/19 11:28,10/1/19 11:28,\N,,,4219,17047,\N,0,\N
104761,Deaths- 1-4 years- Sex (Both) - Rate,,numeric,\N,10/1/19 11:28,10/1/19 11:28,\N,,,4219,17047,\N,0,\N
104762,Deaths- 1-4 years- Sex (Both) - Share of total under 5 deaths (percent),,numeric,\N,10/1/19 12:11,10/1/19 12:11,\N,,,4219,17047,\N,0,\N
104763,Deaths- Early Neonatal- Sex (both)- Share of total under 5 deaths (percent),,numeric,\N,10/1/19 12:11,10/1/19 12:11,\N,,,4219,17047,\N,0,\N
104764,Deaths- Late Neonatal- Sex (both)- Share of total under 5 deaths (percent),,numeric,\N,10/1/19 12:11,10/1/19 12:11,\N,,,4219,17047,\N,0,\N
104765,Deaths- Post Neonatal- Sex (both)- Share of total under 5 deaths (percent),,numeric,\N,10/1/19 12:11,10/1/19 12:11,\N,,,4219,17047,\N,0,\N
105061,Congenital birth defects - Age: Late neonatal,,numeric,\N,10/8/19 19:31,10/8/19 19:31,\N,,,4226,17054,\N,0,\N
105063,Diarrheal diseases - Age: Late neonatal,,numeric,\N,10/8/19 19:31,10/8/19 19:31,\N,,,4226,17054,\N,0,\N
105075,Foreign body - Age: Late neonatal,,numeric,\N,10/8/19 19:31,10/8/19 19:31,\N,,,4226,17054,\N,0,\N
105082,Lower respiratory infections - Age: Late neonatal,,numeric,\N,10/8/19 19:31,10/8/19 19:31,\N,,,4226,17054,\N,0,\N
105084,Meningitis - Age: Late neonatal,,numeric,\N,10/8/19 19:31,10/8/19 19:31,\N,,,4226,17054,\N,0,\N
105086,Neonatal disorders - Age: Late neonatal,,numeric,\N,10/8/19 19:31,10/8/19 19:31,\N,,,4226,17054,\N,0,\N
105094,Other unspecified infectious diseases - Age: Late neonatal,,numeric,\N,10/8/19 19:31,10/8/19 19:31,\N,,,4226,17054,\N,0,\N
105099,Sexually transmitted infections excluding HIV - Age: Late neonatal,,numeric,\N,10/8/19 19:31,10/8/19 19:31,\N,,,4226,17054,\N,0,\N
105101,Sudden infant death syndrome - Age: Late neonatal,,numeric,\N,10/8/19 19:31,10/8/19 19:31,\N,,,4226,17054,\N,0,\N
105113,Congenital birth defects - Age: Early Neonatal,,numeric,\N,10/8/19 19:31,10/8/19 19:31,\N,,,4226,17054,\N,0,\N
105115,Diarrheal diseases - Age: Early Neonatal,,numeric,\N,10/8/19 19:31,10/8/19 19:31,\N,,,4226,17054,\N,0,\N
105127,Foreign body - Age: Early Neonatal,,numeric,\N,10/8/19 19:31,10/8/19 19:31,\N,,,4226,17054,\N,0,\N
105133,Lower respiratory infections - Age: Early Neonatal,,numeric,\N,10/8/19 19:31,10/8/19 19:31,\N,,,4226,17054,\N,0,\N
105134,Meningitis - Age: Early Neonatal,,numeric,\N,10/8/19 19:31,10/8/19 19:31,\N,,,4226,17054,\N,0,\N
105136,Neonatal disorders - Age: Early Neonatal,,numeric,\N,10/8/19 19:31,10/8/19 19:31,\N,,,4226,17054,\N,0,\N
105144,Other unspecified infectious diseases - Age: Early Neonatal,,numeric,\N,10/8/19 19:31,10/8/19 19:31,\N,,,4226,17054,\N,0,\N
105146,Paralytic ileus and intestinal obstruction - Age: Early Neonatal,,numeric,\N,10/8/19 19:31,10/8/19 19:31,\N,,,4226,17054,\N,0,\N
105149,Sexually transmitted infections excluding HIV - Age: Early Neonatal,,numeric,\N,10/8/19 19:31,10/8/19 19:31,\N,,,4226,17054,\N,0,\N
105151,Tetanus - Age: Early Neonatal,,numeric,\N,10/8/19 19:31,10/8/19 19:31,\N,,,4226,17054,\N,0,\N
105171,Congenital birth defects - Age: 1 to 4,,numeric,\N,10/8/19 19:31,10/8/19 19:31,\N,,,4226,17054,\N,0,\N
105177,Diarrheal diseases - Age: 1 to 4,,numeric,\N,10/8/19 19:31,10/8/19 19:31,\N,,,4226,17054,\N,0,\N
105179,Drowning - Age: 1 to 4,,numeric,\N,10/8/19 19:31,10/8/19 19:31,\N,,,4226,17054,\N,0,\N
105206,Lower respiratory infections - Age: 1 to 4,,numeric,\N,10/8/19 19:31,10/8/19 19:31,\N,,,4226,17054,\N,0,\N
105208,Measles - Age: 1 to 4,,numeric,\N,10/8/19 19:31,10/8/19 19:31,\N,,,4226,17054,\N,0,\N
105209,Meningitis - Age: 1 to 4,,numeric,\N,10/8/19 19:31,10/8/19 19:31,\N,,,4226,17054,\N,0,\N
105230,Protein-energy malnutrition - Age: 1 to 4,,numeric,\N,10/8/19 19:31,10/8/19 19:31,\N,,,4226,17054,\N,0,\N
105233,Road injuries - Age: 1 to 4,,numeric,\N,10/8/19 19:31,10/8/19 19:31,\N,,,4226,17054,\N,0,\N
105245,Whooping cough - Age: 1 to 4,,numeric,\N,10/8/19 19:31,10/8/19 19:31,\N,,,4226,17054,\N,0,\N
105258,Congenital birth defects - Age: Post neonatal,,numeric,\N,10/8/19 19:31,10/8/19 19:31,\N,,,4226,17054,\N,0,\N
105261,Diarrheal diseases - Age: Post neonatal,,numeric,\N,10/8/19 19:31,10/8/19 19:31,\N,,,4226,17054,\N,0,\N
