"id","name","unit","description","createdAt","updatedAt","code","coverage","timespan","datasetId","sourceId","shortUnit","columnOrder","originalMetadata"
"85864","Per capita CO2 emissions (Global Carbon Project; Gapminder; UN)","tonnes per capita","Annual emissions of carbon dioxide (CO₂) per person, based on territorial emissions (i.e. estimates not corrected for trade).","2018-03-07 11:18:53","2019-07-19 16:25:00",\N,"global by country","","2493","14712",\N,"0",\N
"97667","Legality status of abortion","","","2018-07-16 11:53:02","2018-07-16 11:59:04",\N,"","","2836","15567",\N,"0",\N
"97865","Urban population (%) long-run with 2050 projections (OWID)","%","Share of the population living in urban areas.","2018-08-22 10:02:27","2018-08-22 14:45:12",\N,"","","2887","15615",\N,"0",\N
"97866","Rural population (%) long-run with 2050 projections (OWID)","%","Share of the population living in rural areas.","2018-08-22 10:02:28","2018-08-22 14:45:16",\N,"","","2887","15615",\N,"0",\N
"97867","Urban population long-run with 2050 projections (OWID)","","The total urban population. ","2018-08-22 10:02:29","2018-08-22 14:45:18",\N,"","","2887","15615",\N,"0",\N
"97868","Rural population long-run with 2050 projections (OWID)","","The total rural population. ","2018-08-22 10:02:29","2018-08-22 14:45:20",\N,"","","2887","15615",\N,"0",\N
"98035","SSP2 (number of people in extreme poverty)","people in extreme poverty","","2018-09-17 10:46:04","2018-09-18 12:16:04",\N,"global by country and region","2015-2031","2951","15672",\N,"0",\N
"98242","Regimes of the world -- the RoW measure","","How can the political regime overall be classified considering the competitiveness of access to power (polyarchy) as well as liberal principles?","2018-10-03 13:26:02","2018-10-03 13:26:02","v2x_regime","","","3073","15738",\N,"11","{\"responses\": \"0: Closed autocracy: No multiparty elections for the chief executive or the legislature. <br><br>1: Electoral autocracy: De-jure multiparty elections for the chief executive and the legislature, but failing to achieve that elections are free and fair, or de-facto multiparty, or a minimum level of Dahl's institutional prerequisites of polyarchy as measured by V-Dem's Electoral Democracy Index (v2x_polyarchy). <br><br>2: Electoral democracy: De-facto free and fair multiparty elections and a minimum level of Dahl's institutional prerequisites for polyarchy as measured by V- Dem's Electoral Democracy Index (v2x_polyarchy), but either access to justice, or transparent law enforcement, or liberal principles of respect for personal liberties, rule of law, and judicial as well as legislative constraints on the executive not satisfied as measured by V-Dem's Liberal Component Index (v2x_liberal). <br><br>3: Liberal democracy: De-facto free and fair multiparty elections and a minimum level of Dahl's institutional prerequisites for polyarchy as measured by V- Dem's Electoral Democracy Index (v2x_polyarchy) are guaranteed as well as access to justice, transparent law enforcement and the liberal principles of respect for personal liberties, rule of law, and judicial as well as legislative constraints on the executive satisfied as measured by V-Dem's Liberal Component Index (v2x_liberal).\", \"dataRelease\": \"8\", \"indicatorCode\": \"v2x_regime\", \"indicatorName\": \"Regimes of the world -- the RoW measure\", \"longDefinition\": \"\", \"variableSource\": \"Lührmann, Anna, Marcus Tannenberg, and Staffan I. Lindberg (2018). \\\"Regimes of the World (RoW): Opening New Avenues for the Comparative Study of Political Regimes\\\", Politics and Governance 6(1), 1–18; Coppedge, Michael, John Gerring, Carl Henrik Knutsen, Staffan I. Lindberg, Svend-Erik Skaaning, Jan Teorell, David Altman, Michael Bernhard, Agnes Cornell, M. Steven Fish, Haakon Gjerløw, Adam Glynn, Allen Hicken, Joshua Krusell, Anna Lührmann, Kyle L. Marquardt, Kelly McMann, Valeriya Mechkova, Moa Olin, Pamela Paxton, Daniel Pemstein, Brigitte Seim, Rachel Sigman, Jeffrey Staton, Aksel Sundtröm, Eitan Tzelgov, Luca Uberti, Yi-ting Wang, Tore Wig, and Daniel Ziblatt (2018). \\\"V-Dem Codebook v8\\\" Varieties of Democracy (V-Dem) Project; Coppedge, Michael, John Gerring, Carl Henrik Knutsen, Staffan I. Lindberg, Svend-Erik Skaaning, Jan Teorell, David Altman, Michael Bernhard, M. Steven Fish, Agnes Cornell, Sirianne Dahlum, Haakon Gjerløw, Adam Glynn, Allen Hicken, Joshua Krusell, Anna Lührmann, Kyle L. Marquardt, Kelly McMann, Valeriya Mechkova, Juraj Medzihorsky, Moa Olin, Pamela Paxton, Daniel Pemstein, Josefine Pernes, Johannes von Römer, Brigitte Seim, Rachel Sigman, Jeffrey Staton, Natalia Stepanova, Aksel Sundström, Eitan Tzelgov, Yi-ting Wang, Tore Wig, Steven Wilson, and Daniel Ziblatt. 2018. \\\"V-Dem [Country-Year/Country-Date] Dataset v8\\\". Varieties of Democracy (V-Dem) Project. https://doi.org/10.23696/vdemcy18\", \"shortDefinition\": \"How can the political regime overall be classified considering the competitiveness of access to power (polyarchy) as well as liberal principles?\", \"aggregationMethod\": \"Electoral democracies score above 2 on the indicators for multi-party (v2elmulpar_osp) and free and fair elections (v2elfrfair_osp), as well as above 0.5 on the Electoral Democracy Index (v2x_polyarchy). Liberal democracy meets the criteria for Electoral democracy but also satisfy the liberal dimensions by a score above 0.8 on the V-Dem Liberal Component index (v2x_liberal), as well as a score above 3 on Transparent law enforcement (v2cltrnslw_osp), Access to justice for men (v2clacjstm_osp) and women (v2clacjstw_osp). Electoral autocracies fail to meet one or more of the above-mentioned criteria of electoral democracies, but subject the chief executive and the legislature to de-jure multiparty elections as indicated by a score above 1 on the V-Dem Multiparty elections indictor (v2elmulpar_osp_leg_ex). Closed autocracies do not satisfy the latter criterion.\"}"
"98383","Liberal democracy index","","To what extent is the ideal of liberal democracy achieved?","2018-10-03 13:26:02","2018-10-03 13:26:02","v2x_libdem","","","3073","15879",\N,"152","{\"responses\": \"\", \"dataRelease\": \"4-8. Release 1, 2, and 3 used a different, preliminary aggregation formula.\", \"indicatorCode\": \"v2x_libdem\", \"indicatorName\": \"Liberal democracy index\", \"longDefinition\": \"The liberal principle of democracy emphasizes the importance of protecting individual and minority rights against the tyranny of the state and the tyranny of the majority. The liberal model takes a \\\"negative\\\" view of political power insofar as it judges the quality of democracy by the limits placed on government. This is achieved by constitutionally protected civil liberties, strong rule of law, an independent judiciary, and effective checks and balances that, together, limit the exercise of executive power. To make this a measure of liberal democracy, the index also takes the level of electoral democracy into account.\", \"variableSource\": \"Coppedge, Michael, Staffan I. Lindberg, Svend-Erik Skaaning, and Jan Teorell (2015). \\\"Measuring High Level Democratic Principles using the V-Dem Data,\\\" V-Dem Working Paper Series 2015 (6); Coppedge, Michael, John Gerring, Carl Henrik Knutsen, Staffan I. Lindberg, Svend-Erik Skaaning, Jan Teorell, David Altman, Michael Bernhard, Agnes Cornell, M. Steven Fish, Haakon Gjerløw, Adam Glynn, Allen Hicken, Joshua Krusell, Anna Lührmann, Kyle L. Marquardt, Kelly McMann, Valeriya Mechkova, Moa Olin, Pamela Paxton, Daniel Pemstein, Brigitte Seim, Rachel Sigman, Jeffrey Staton, Aksel Sundtröm, Eitan Tzelgov, Luca Uberti, Yi-ting Wang, Tore Wig, and Daniel Ziblatt (2018). \\\"V-Dem Codebook v8\\\" Varieties of Democracy (V-Dem) Project; Coppedge, Michael, John Gerring, Carl Henrik Knutsen, Staffan I. Lindberg, Svend-Erik Skaaning, Jan Teorell, David Altman, Michael Bernhard, M. Steven Fish, Agnes Cornell, Sirianne Dahlum, Haakon Gjerløw, Adam Glynn, Allen Hicken, Joshua Krusell, Anna Lührmann, Kyle L. Marquardt, Kelly McMann, Valeriya Mechkova, Juraj Medzihorsky, Moa Olin, Pamela Paxton, Daniel Pemstein, Josefine Pernes, Johannes von Römer, Brigitte Seim, Rachel Sigman, Jeffrey Staton, Natalia Stepanova, Aksel Sundström, Eitan Tzelgov, Yi-ting Wang, Tore Wig, Steven Wilson, and Daniel Ziblatt. 2018. \\\"V-Dem [Country-Year/Country-Date] Dataset v8\\\". Varieties of Democracy (V-Dem) Project. https://doi.org/10.23696/vdemcy18\", \"shortDefinition\": \"To what extent is the ideal of liberal democracy achieved?\", \"aggregationMethod\": \"The index is aggregated using this formula: <br> v2x_libdem=<br>0.25* v2x_polyarchy^1.585 + 0.25* v2x_liberal + 0.5* v2x_polyarchy ^1.585* v2x_liberal\"}"
"98702","Elected officials index","","Is the chief executive and legislature appointed through popular elections?","2018-10-03 13:26:02","2018-10-03 13:26:02","v2x_elecoff","","","3073","16198",\N,"471","{\"responses\": \"\", \"dataRelease\": \"1-3 preliminary aggregation formula, 4-6 as v2x_accex, 7 renamed to v2x_elecoff and modified aggregation, 8.\", \"indicatorCode\": \"v2x_elecoff\", \"indicatorName\": \"Elected officials index\", \"longDefinition\": \"This index attempts to measure (a) whether the chief executive is elected, either directly elected through popular elections or indirectly through a popularly elected legislature that then appoints the chief executive; and (b) whether the legislature, in presidential systems with a directly elected president that is also chief executive, is directly or indirectly elected. <br>Note that a popular election is minimally defined and also includes sham elections with limited suffrage and no competition. Similarly, 'appointment' by legislature only implies selection and/or approval, not the power to dismiss.<br>This index is useful primarily for aggregating higher-order indices and should not necessarily be interpreted as an important element of democracy in its own right.\", \"variableSource\": \"Coppedge, Michael, John Gerring, Carl Henrik Knutsen, Staffan I. Lindberg, Svend-Erik Skaaning, Jan Teorell, David Altman, Michael Bernhard, Agnes Cornell, M. Steven Fish, Haakon Gjerløw, Adam Glynn, Allen Hicken, Joshua Krusell, Anna Lührmann, Kyle L. Marquardt, Kelly McMann, Valeriya Mechkova, Moa Olin, Pamela Paxton, Daniel Pemstein, Brigitte Seim, Rachel Sigman, Jeffrey Staton, Aksel Sundtröm, Eitan Tzelgov, Luca Uberti, Yi-ting Wang, Tore Wig, and Daniel Ziblatt (2018). \\\"V-Dem Codebook v8\\\" Varieties of Democracy (V-Dem) Project; Coppedge, Michael, John Gerring, Carl Henrik Knutsen, Staffan I. Lindberg, Svend-Erik Skaaning, Jan Teorell, David Altman, Michael Bernhard, M. Steven Fish, Agnes Cornell, Sirianne Dahlum, Haakon Gjerløw, Adam Glynn, Allen Hicken, Joshua Krusell, Anna Lührmann, Kyle L. Marquardt, Kelly McMann, Valeriya Mechkova, Juraj Medzihorsky, Moa Olin, Pamela Paxton, Daniel Pemstein, Josefine Pernes, Johannes von Römer, Brigitte Seim, Rachel Sigman, Jeffrey Staton, Natalia Stepanova, Aksel Sundström, Eitan Tzelgov, Yi-ting Wang, Tore Wig, Steven Wilson, and Daniel Ziblatt. 2018. \\\"V-Dem [Country-Year/Country-Date] Dataset v8\\\". Varieties of Democracy (V-Dem) Project. https://doi.org/10.23696/vdemcy18\", \"shortDefinition\": \"Is the chief executive and legislature appointed through popular elections?\", \"aggregationMethod\": \"The index is formed in two steps. First, there are six different chains of appointment/selection to take into account in constructing this index, all of which are scaled to vary from 0 to 1. First, whether the head of state is directly elected a=1 or not a=0. Second, the extent to which the legislature is popularly elected b. If the legislature is unicameral, b is measured as the proportion of legislators directly elected + half of the proportion that are indirectly elected. If the legislature is bicameral and the upper house is involved in the appointment of the chief executive, the same proportion of directly and half of the indirectly elected legislators is calculated for the upper house; the scores for the lower and upper houses are then averaged. Third, whether the head of state is appointed by the legislature, or the approval of the legislature is necessary for the appointment of the head of state c1=1, otherwise 0.  Fourth, whether the head of government is appointed by the legislature, or the approval of the legislature is necessary for the appointment of the head of government c2=1, otherwise 0. Fifth, whether the head of government is appointed by the head of state d=1 or not d=0. Sixth, whether the head of government is directly elected e=1 or not e=0.<br><br>In the second step, the extent to which the legislature is elected (b) is also independently taken into account in order to penalize presidential systems with unelected legislatures, or legislatures with a large share of presidential appointees, for example.<br><br>Define hosw as the weight for the head of state. If the head of state is also head of government v2exhoshog = 1, hosw = 1. If the head of state has more power than the head of government over the appointment and dismissal of cabinet ministers, then hosw = 1; if the reverse is true, hosw = 0. If they share equal power, hosw = 0.5. Define the weight for the head of government as hogw = 1 - hosw. The formula then is:<br><br><br><br>v2x_elecoff =  & hosw  \\\\max(a1, b  c1) + hogw  \\\\max(a  d, b  c1  d, e, b  c2),<br><br><br><br>unless the head of state is directly elected (v2ex_elechos = 1) and the chief executive (v2ex_hosw = 1), in case of which:<br><br><br><br>v2x_elecoff =  & [hosw\\\\max(a1, b  c1) + hogw\\\\max(a  d, b  c1 d, e, b c2) + b]/2)<br><br>\"}"
"99322","Sex ratio at birth (male births per female births)","male births per female births","Sex ratio at birth refers to male births per female births. The data are 5 year averages.","2018-12-11 20:12:30","2018-12-11 20:12:30","SP.POP.BRTH.MF","","1960-2017","563","16650","male births","0",\N
"99627","Sex ratio at birth (Chao et al. 2019)","","Sex ratio at birth, measured as the number of male births per 100 female births. Birth ratios are slightly male-biased, with an expected biological ratio of 105 male per 100 female births.\
","2019-04-16 18:06:37","2019-04-16 18:13:39",\N,"","","3271","16775",\N,"0",\N
"100040","Deaths - Air pollution - Sex: Both - Age: Under 5 (Number)","Number",\N,"2019-04-23 16:27:31","2019-04-23 16:27:31","1 85 3 1 1","","","3288","16780","Number","0",\N
"100042","Deaths - Air pollution - Sex: Both - Age: All Ages (Number)","Number",\N,"2019-04-23 16:27:31","2019-04-23 16:27:31","1 85 3 22 1","","","3288","16780","Number","0",\N
"100044","Deaths - Air pollution - Sex: Both - Age: 5-14 years (Number)","Number",\N,"2019-04-23 16:27:31","2019-04-23 16:27:31","1 85 3 23 1","","","3288","16780","Number","0",\N
"100046","Deaths - Air pollution - Sex: Both - Age: 15-49 years (Number)","Number",\N,"2019-04-23 16:27:31","2019-04-23 16:27:31","1 85 3 24 1","","","3288","16780","Number","0",\N
"100048","Deaths - Air pollution - Sex: Both - Age: 50-69 years (Number)","Number",\N,"2019-04-23 16:27:31","2019-04-23 16:27:31","1 85 3 25 1","","","3288","16780","Number","0",\N
"100050","Deaths - Air pollution - Sex: Both - Age: 70+ years (Number)","Number",\N,"2019-04-23 16:27:31","2019-04-23 16:27:31","1 85 3 26 1","","","3288","16780","Number","0",\N
"101678","Incidence - Neonatal preterm birth - Sex: Both - Age: Under 5 (Rate)","Rate",\N,"2019-04-23 19:59:59","2019-04-23 19:59:59","6 381 3 1 3","","","3645","16848","Rate","0",\N
"103764","Deaths - Invasive Non-typhoidal Salmonella (iNTS) - Sex: Both - Age: Under 5 (Number)","Number",\N,"2019-04-24 01:56:21","2019-04-24 01:56:21","1 959 3 1 1","","","3970","16901","Number","0",\N
"104361","First 28 days (number of deaths)","","The total number of deaths of newborns within the first 28 days of life.","2019-05-10 11:56:33","2019-05-10 12:01:39",\N,"","","4117","16946",\N,"0",\N
"104362","29 days - 1 year (number of deaths)","","The total number of deaths of children who die following the first month (28 days) of life, up until one year of age.","2019-05-10 11:56:33","2019-05-10 12:02:13",\N,"","","4117","16946",\N,"0",\N
"104363","1-4 years (number of deaths)","","The total number of child deaths between the age of 1 to their 5th birthday (i.e. 1-4 year olds).","2019-05-10 11:56:33","2019-05-10 12:03:06",\N,"","","4117","16946",\N,"0",\N
"104364","Press Freedom Score","","The degree of freedom available to journalists is determined by pooling the responses of experts to a questionnaire devised by RSF. This qualitative analysis is combined with quantitative data on abuses and acts of violence against journalists during the period evaluated. The criteria evaluated in the questionnaire are pluralism, media independence, media environment and self-censorship, legislative framework, transparency, and the quality of the infrastructure that supports the production of news and information. ","2019-05-13 11:13:53","2019-05-13 11:34:03",\N,"","","4118","16947",\N,"0",\N
"104402","Child mortality 1950-2017 (IHME, 2017)","","Child mortality is the share of newborns who die before reaching the age of five. ","2019-05-21 04:48:08","2019-08-14 13:16:26",\N,"","","4123","16952",\N,"0",\N
"104417","Average Total Years of Schooling for Adult Population (Lee-Lee (2016), Barro-Lee (2018) and UNDP (2018))","","Mean years of total schooling across all education levels.","2019-05-24 11:38:03","2019-05-29 15:18:18",\N,"","","4129","16958",\N,"0",\N
"104447","Political Regime","",\N,"2019-06-05 09:31:14","2019-06-05 09:31:14",\N,"","","4136","16965",\N,"0",\N
"104454","Youth mortality rate (UN IGME (2018))","","Youth mortality rate is the share of newborns who die before reaching the age of 15.","2019-06-06 15:07:06","2019-06-06 16:27:55",\N,"","","4140","16968",\N,"0",\N
"104467","Expected Years of Schooling (years)","","The number of years of schooling that a child of school entrance age can expect to receive if prevailing patterns of age-specific enrollment rates persist throughout the child’s life.","2019-06-17 11:31:10","2019-06-17 13:27:53",\N,"","","4151","16979",\N,"0",\N
"104490","Population by country and region, historic and projections (Gapminder, HYDE & UN)","","Population by country, available from 1800 to 2100 based on Gapminder data, HYDE, and UN Population Division (2019) medium variant scenario projections.","2019-07-01 19:57:55","2019-09-13 12:25:26",\N,"","","70","301",\N,"0",\N
"104516","Share of global CO2 emissions (Global Carbon Project & CDIAC (2019))","","Annual territorial emissions of carbon dioxide (CO₂) from fossil fuels and cement as a share of the global total. ","2019-07-18 15:15:24","2019-08-19 15:03:15",\N,"","","1041","6896",\N,"0",\N
"104517","Share of global cumulative CO2 emissions (OWID based on CDIAC & GCP (2018)","","Cumulative carbon dioxide (CO₂) emissions is the total quantity of CO₂ emissions emitted from 1751 until a given year, measured in tonnes. This is based on territorial emissions, which do not account for emissions embedded in traded goods. This is given as each country or region's share of the global total.","2019-07-19 09:34:46","2019-07-19 09:36:04",\N,"","","445","567",\N,"0",\N
"104536","Direct conflict deaths","","Direct conflict deaths (i.e. excluding indirect deaths from disease, malnutrition, exposure etc.) of both civilians and military personnel occurring within the territory of the country.","2019-07-31 10:57:19","2019-09-10 11:36:42",\N,"","","4176","17004",\N,"0",\N
"104537","Direct conflict death rate","","Direct conflict deaths (i.e. excluding indirect deaths from disease, malnutrition, exposure etc.) of both civilians and military personnel occurring within the territory of the country, per 100,000 of population.","2019-07-31 10:57:19","2019-09-10 11:36:45",\N,"","","4176","17004",\N,"0",\N
